,0
12893,1
12894,0
12895,0
12896,1
12897,0
12898,1
12899,1
12900,0
12901,1
12902,1
12903,1
12904,0
12905,0
12906,0
12907,0
12908,1
12909,1
12910,0
12911,1
12912,1
12913,1
12914,1
12915,1
12916,1
12917,0
12918,1
12919,0
12920,0
12921,0
12922,0
12923,0
12924,0
12925,1
12926,0
12927,0
12928,0
12929,0
12930,1
12931,0
12932,0
12933,0
12934,1
12935,0
12936,1
12937,1
12938,1
12939,1
12940,0
12941,1
12942,1
12943,0
12944,1
12945,0
12946,1
12947,1
12948,0
12949,0
12950,0
12951,0
12952,0
12953,0
12954,1
12955,1
12956,0
12957,1
12958,0
12959,1
12960,1
12961,0
12962,0
12963,1
12964,1
12965,1
12966,1
12967,0
12968,1
12969,1
12970,0
12971,0
12972,1
12973,1
12974,1
12975,1
12976,1
12977,0
12978,1
12979,0
12980,0
12981,0
12982,1
12983,1
12984,0
12985,1
12986,1
12987,1
12988,0
12989,1
12990,0
12991,0
12992,0
12993,1
12994,1
12995,1
12996,1
12997,0
12998,1
12999,1
13000,1
13001,1
13002,0
13003,1
13004,1
13005,1
13006,1
13007,1
13008,0
13009,0
13010,1
13011,0
13012,1
13013,0
13014,0
13015,0
13016,0
13017,1
13018,0
13019,0
13020,0
13021,0
13022,0
13023,1
13024,0
13025,0
13026,1
13027,0
13028,1
13029,0
13030,0
13031,0
13032,0
13033,0
13034,0
13035,0
13036,0
13037,1
13038,0
13039,0
13040,1
13041,0
13042,1
13043,0
13044,1
13045,0
13046,0
13047,0
13048,1
13049,0
13050,0
13051,0
13052,1
13053,0
13054,0
13055,1
13056,1
13057,0
13058,0
13059,1
13060,1
13061,0
13062,0
13063,1
13064,0
13065,1
13066,0
13067,1
13068,0
13069,0
13070,0
13071,1
13072,1
13073,1
13074,0
13075,0
13076,1
13077,0
13078,0
13079,0
13080,0
13081,1
13082,1
13083,0
13084,1
13085,0
13086,1
13087,0
13088,0
13089,1
13090,0
13091,1
13092,1
13093,0
13094,0
13095,1
13096,1
13097,0
13098,0
13099,0
13100,1
13101,1
13102,0
13103,0
13104,1
13105,1
13106,0
13107,1
13108,1
13109,0
13110,0
13111,0
13112,1
13113,1
13114,1
13115,0
13116,1
13117,0
13118,0
13119,0
13120,0
13121,1
13122,1
13123,1
13124,1
13125,1
13126,1
13127,0
13128,0
13129,0
13130,0
13131,0
13132,0
13133,0
13134,1
13135,1
13136,0
13137,1
13138,1
13139,1
13140,0
13141,1
13142,0
13143,1
13144,0
13145,1
13146,0
13147,1
13148,1
13149,0
13150,1
13151,1
13152,0
13153,0
13154,1
13155,0
13156,0
13157,0
13158,0
13159,0
13160,1
13161,1
13162,0
13163,0
13164,1
13165,1
13166,1
13167,1
13168,0
13169,0
13170,0
13171,1
13172,1
13173,0
13174,0
13175,1
13176,0
13177,0
13178,0
13179,1
13180,0
13181,0
13182,1
13183,0
13184,0
13185,0
13186,1
13187,0
13188,0
13189,1
13190,0
13191,1
13192,1
13193,0
13194,1
13195,1
13196,0
13197,0
13198,0
13199,0
13200,0
13201,1
13202,1
13203,1
13204,0
13205,0
13206,0
13207,0
13208,0
13209,0
13210,0
13211,1
13212,1
13213,0
13214,1
13215,1
13216,1
13217,0
13218,0
13219,1
13220,0
13221,0
13222,0
13223,0
13224,1
13225,0
13226,1
13227,1
13228,0
13229,1
13230,0
13231,0
13232,1
13233,0
13234,0
13235,0
13236,1
13237,0
13238,0
13239,1
13240,1
13241,0
13242,1
13243,1
13244,0
13245,0
13246,1
13247,1
13248,0
13249,0
13250,1
13251,0
13252,1
13253,0
13254,1
13255,1
13256,0
13257,1
13258,1
13259,0
13260,0
13261,1
13262,1
13263,1
13264,0
13265,1
13266,0
13267,1
13268,1
13269,1
13270,1
13271,0
13272,0
13273,1
13274,1
13275,0
13276,0
13277,1
13278,1
13279,0
13280,0
13281,0
13282,1
13283,1
13284,0
13285,1
13286,0
13287,0
13288,1
13289,1
13290,0
13291,1
13292,0
13293,0
13294,1
13295,0
13296,0
13297,1
13298,1
13299,0
13300,1
13301,0
13302,1
13303,0
13304,0
13305,1
13306,1
13307,1
13308,0
13309,1
13310,0
13311,0
13312,1
13313,0
13314,0
13315,0
13316,0
13317,1
13318,1
13319,1
13320,1
13321,1
13322,0
13323,1
13324,0
13325,1
13326,1
13327,0
13328,0
13329,0
13330,0
13331,1
13332,1
13333,1
13334,0
13335,0
13336,0
13337,1
13338,1
13339,1
13340,1
13341,1
13342,0
13343,0
13344,0
13345,0
13346,1
13347,1
13348,1
13349,0
13350,0
13351,0
13352,1
13353,0
13354,1
13355,0
13356,0
13357,1
13358,1
13359,0
13360,0
13361,0
13362,0
13363,0
13364,1
13365,0
13366,1
13367,1
13368,0
13369,1
13370,0
13371,1
13372,1
13373,0
13374,0
13375,0
13376,0
13377,0
13378,1
13379,0
13380,1
13381,0
13382,1
13383,0
13384,0
13385,0
13386,0
13387,0
13388,0
13389,1
13390,0
13391,0
13392,0
13393,0
13394,1
13395,1
13396,0
13397,0
13398,0
13399,1
13400,1
13401,0
13402,0
13403,0
13404,1
13405,0
13406,0
13407,0
13408,1
13409,0
13410,0
13411,0
13412,1
13413,0
13414,1
13415,1
13416,1
13417,1
13418,0
13419,1
13420,1
13421,0
13422,0
13423,1
13424,0
13425,1
13426,1
13427,1
13428,0
13429,0
13430,1
13431,1
13432,1
13433,1
13434,1
13435,1
13436,0
13437,0
13438,0
13439,1
13440,1
13441,1
13442,0
13443,0
13444,0
13445,1
13446,0
13447,1
13448,0
13449,0
13450,0
13451,1
13452,1
13453,0
13454,0
13455,1
13456,1
13457,1
13458,0
13459,0
13460,0
13461,0
13462,1
13463,1
13464,0
13465,0
13466,0
13467,0
13468,1
13469,0
13470,1
13471,0
13472,1
13473,1
13474,1
13475,0
13476,0
13477,0
13478,1
13479,0
13480,0
13481,1
13482,0
13483,0
13484,0
13485,0
13486,0
13487,0
13488,0
13489,1
13490,1
13491,1
13492,1
13493,1
13494,0
13495,1
13496,1
13497,0
13498,0
13499,0
13500,1
13501,0
13502,0
13503,1
13504,1
13505,1
13506,0
13507,1
13508,1
13509,1
13510,0
13511,0
13512,1
13513,1
13514,0
13515,0
13516,1
13517,0
13518,1
13519,0
13520,1
13521,1
13522,1
13523,0
13524,0
13525,0
13526,1
13527,1
13528,0
13529,1
13530,0
13531,0
13532,1
13533,0
13534,0
13535,1
13536,0
13537,0
13538,1
13539,0
13540,1
13541,0
13542,1
13543,0
13544,1
13545,0
13546,0
13547,0
13548,0
13549,1
13550,0
13551,0
13552,0
13553,0
13554,0
13555,0
13556,1
13557,1
13558,1
13559,1
13560,1
13561,1
13562,0
13563,1
13564,1
13565,0
13566,1
13567,1
13568,1
13569,0
13570,1
13571,0
13572,1
13573,0
13574,1
13575,0
13576,1
13577,0
13578,0
13579,0
13580,0
13581,1
13582,0
13583,1
13584,1
13585,1
13586,1
13587,1
13588,0
13589,1
13590,0
13591,0
13592,1
13593,1
13594,1
13595,0
13596,0
13597,1
13598,1
13599,0
13600,1
13601,1
13602,1
13603,1
13604,1
13605,1
13606,0
13607,1
13608,1
13609,1
13610,0
13611,0
13612,1
13613,0
13614,0
13615,0
13616,1
13617,1
13618,0
13619,0
13620,0
13621,1
13622,0
13623,0
13624,1
13625,1
13626,1
13627,0
13628,0
13629,0
13630,0
13631,1
13632,1
13633,1
13634,0
13635,1
13636,0
13637,0
13638,0
13639,0
13640,1
13641,1
13642,1
13643,0
13644,1
13645,1
13646,1
13647,0
13648,1
13649,1
13650,0
13651,1
13652,0
13653,0
13654,0
13655,0
13656,0
13657,0
13658,0
13659,1
13660,1
13661,0
13662,0
13663,1
13664,1
13665,0
13666,0
13667,0
13668,0
13669,1
13670,1
13671,0
13672,0
13673,1
13674,1
13675,0
13676,0
13677,1
13678,0
13679,1
13680,1
13681,0
13682,0
13683,0
13684,0
13685,1
13686,0
13687,0
13688,0
13689,0
13690,1
13691,1
13692,0
13693,1
13694,1
13695,1
13696,1
13697,1
13698,1
13699,0
13700,0
13701,1
13702,0
13703,1
13704,0
13705,1
13706,1
13707,1
13708,0
13709,0
13710,1
13711,1
13712,0
13713,1
13714,1
13715,0
13716,1
13717,1
13718,1
13719,0
13720,1
13721,0
13722,1
13723,1
13724,1
13725,1
13726,1
13727,1
13728,0
13729,0
13730,1
13731,1
13732,1
13733,0
13734,0
13735,0
13736,1
13737,1
13738,0
13739,0
13740,1
13741,1
13742,0
13743,0
13744,0
13745,1
13746,0
13747,1
13748,0
13749,1
13750,0
13751,1
13752,0
13753,0
13754,1
13755,0
13756,1
13757,1
13758,0
13759,1
13760,0
13761,1
13762,0
13763,1
13764,0
13765,0
13766,1
13767,1
13768,1
13769,0
13770,1
13771,0
13772,0
13773,1
13774,0
13775,1
13776,0
13777,0
13778,1
13779,0
13780,0
13781,1
13782,1
13783,1
13784,0
13785,1
13786,0
13787,0
13788,0
13789,1
13790,0
13791,0
13792,1
13793,0
13794,0
13795,1
13796,0
13797,0
13798,1
13799,1
13800,0
13801,1
13802,1
13803,0
13804,0
13805,1
13806,0
13807,0
13808,1
13809,1
13810,1
13811,1
13812,1
13813,1
13814,0
13815,0
13816,0
13817,1
13818,1
13819,0
13820,1
13821,1
13822,0
13823,0
13824,0
13825,0
13826,0
13827,1
13828,1
13829,0
13830,0
13831,1
13832,0
13833,1
13834,0
13835,1
13836,1
13837,1
13838,0
13839,0
13840,0
13841,0
13842,1
13843,0
13844,0
13845,0
13846,0
13847,0
13848,1
13849,0
13850,0
13851,0
13852,1
13853,0
13854,1
13855,0
13856,1
13857,0
13858,0
13859,0
13860,0
13861,0
13862,0
13863,0
13864,1
13865,0
13866,0
13867,0
13868,1
13869,0
13870,0
13871,0
13872,1
13873,1
13874,0
13875,1
13876,0
13877,1
13878,0
13879,1
13880,1
13881,0
13882,1
13883,0
13884,0
13885,0
13886,0
13887,0
13888,0
13889,0
13890,1
13891,0
13892,1
13893,0
13894,0
13895,1
13896,0
13897,0
13898,0
13899,1
13900,0
13901,0
13902,1
13903,1
13904,0
13905,0
13906,0
13907,0
13908,0
13909,0
13910,1
13911,1
13912,1
13913,0
13914,1
13915,1
13916,0
13917,0
13918,0
13919,0
13920,1
13921,1
13922,0
13923,0
13924,0
13925,0
13926,1
13927,0
13928,0
13929,1
13930,0
13931,0
13932,1
13933,1
13934,0
13935,0
13936,0
13937,0
13938,0
13939,0
13940,1
13941,0
13942,0
13943,0
13944,1
13945,0
13946,0
13947,1
13948,1
13949,1
13950,0
13951,1
13952,1
13953,0
13954,0
13955,1
13956,1
13957,1
13958,1
13959,0
13960,0
13961,1
13962,1
13963,0
13964,1
13965,0
13966,1
13967,1
13968,0
13969,0
13970,1
13971,1
13972,0
13973,1
13974,1
13975,1
13976,1
13977,0
13978,1
13979,0
13980,1
13981,0
13982,1
13983,1
13984,0
13985,1
13986,1
13987,0
13988,0
13989,1
13990,1
13991,1
13992,0
13993,1
13994,0
13995,0
13996,0
13997,0
13998,0
13999,1
14000,0
14001,1
14002,0
14003,1
14004,1
14005,0
14006,1
14007,0
14008,1
14009,0
14010,0
14011,1
14012,0
14013,1
14014,0
14015,0
14016,0
14017,0
14018,0
14019,0
14020,0
14021,1
14022,1
14023,0
14024,0
14025,0
14026,0
14027,1
14028,1
14029,1
14030,0
14031,0
14032,1
14033,0
14034,0
14035,0
14036,1
14037,0
14038,0
14039,1
14040,0
14041,0
14042,1
14043,1
14044,1
14045,1
14046,0
14047,1
14048,1
14049,0
14050,0
14051,1
14052,0
14053,0
14054,1
14055,0
14056,1
14057,1
14058,0
14059,0
14060,1
14061,1
14062,0
14063,1
14064,1
14065,0
14066,0
14067,0
14068,0
14069,1
14070,0
14071,1
14072,0
14073,0
14074,1
14075,1
14076,1
14077,1
14078,1
14079,1
14080,1
14081,1
14082,1
14083,0
14084,0
14085,0
14086,0
14087,0
14088,1
14089,1
14090,1
14091,0
14092,0
14093,1
14094,0
14095,1
14096,0
14097,0
14098,1
14099,0
14100,1
14101,0
14102,1
14103,1
14104,1
14105,0
14106,0
14107,1
14108,0
14109,1
14110,0
14111,1
14112,1
14113,0
14114,0
14115,0
14116,0
14117,0
14118,1
14119,0
14120,0
14121,1
14122,0
14123,1
14124,1
14125,1
14126,0
14127,0
14128,0
14129,0
14130,0
14131,0
14132,1
14133,0
14134,0
14135,0
14136,0
14137,1
14138,0
14139,0
14140,1
14141,1
14142,0
14143,1
14144,1
14145,0
14146,0
14147,1
14148,1
14149,1
14150,0
14151,1
14152,0
14153,1
14154,0
14155,1
14156,1
14157,1
14158,0
14159,0
14160,1
14161,1
14162,0
14163,1
14164,0
14165,0
14166,0
14167,0
14168,1
14169,0
14170,1
14171,1
14172,1
14173,1
14174,1
14175,0
14176,1
14177,1
14178,0
14179,0
14180,0
14181,1
14182,0
14183,1
14184,1
14185,1
14186,0
14187,1
14188,0
14189,1
14190,1
14191,1
14192,0
14193,0
14194,0
14195,1
14196,1
14197,0
14198,0
14199,0
14200,1
14201,1
14202,1
14203,0
14204,0
14205,1
14206,0
14207,1
14208,1
14209,0
14210,0
14211,0
14212,1
14213,1
14214,0
14215,0
14216,0
14217,0
14218,1
14219,0
14220,0
14221,1
14222,1
14223,1
14224,1
14225,0
14226,0
14227,0
14228,1
14229,0
14230,1
14231,1
14232,0
14233,0
14234,0
14235,1
14236,1
14237,0
14238,0
14239,0
14240,1
14241,0
14242,0
14243,1
14244,0
14245,1
14246,0
14247,0
14248,0
14249,0
14250,0
14251,0
14252,0
14253,1
14254,0
14255,1
14256,1
14257,0
14258,1
14259,1
14260,0
14261,0
14262,0
14263,1
14264,1
14265,1
14266,0
14267,0
14268,0
14269,1
14270,0
14271,0
14272,1
14273,1
14274,0
14275,0
14276,1
14277,0
14278,0
14279,0
14280,0
14281,0
14282,1
14283,0
14284,1
14285,1
14286,0
14287,1
14288,1
14289,0
14290,0
14291,1
14292,1
14293,0
14294,1
14295,1
14296,0
14297,0
14298,0
14299,0
14300,1
14301,0
14302,0
14303,1
14304,0
14305,1
14306,1
14307,0
14308,0
14309,0
14310,0
14311,0
14312,1
14313,0
14314,1
14315,0
14316,1
14317,0
14318,0
14319,0
14320,1
14321,1
14322,0
14323,1
14324,1
14325,0
14326,0
14327,1
14328,1
14329,0
14330,0
14331,0
14332,1
14333,0
14334,1
14335,0
14336,0
14337,0
14338,1
14339,1
14340,0
14341,0
14342,0
14343,1
14344,0
14345,1
14346,0
14347,0
14348,1
14349,0
14350,0
14351,1
14352,1
14353,1
14354,0
14355,1
14356,1
14357,1
14358,1
14359,0
14360,0
14361,1
14362,0
14363,1
14364,0
14365,1
14366,0
14367,1
14368,0
14369,1
14370,0
14371,1
14372,1
14373,0
14374,1
14375,0
14376,0
14377,1
14378,1
14379,0
14380,1
14381,0
14382,0
14383,0
14384,1
14385,1
14386,0
14387,0
14388,1
14389,0
14390,0
14391,0
14392,1
14393,0
14394,1
14395,1
14396,0
14397,0
14398,1
14399,1
14400,1
14401,0
14402,1
14403,0
14404,1
14405,1
14406,1
14407,1
14408,0
14409,1
14410,1
14411,1
14412,1
14413,0
14414,1
14415,1
14416,0
14417,1
14418,0
14419,0
14420,0
14421,1
14422,1
14423,0
14424,0
14425,0
14426,0
14427,1
14428,1
14429,1
14430,0
14431,1
14432,1
14433,0
14434,1
14435,0
14436,1
14437,0
14438,1
14439,0
14440,0
14441,0
14442,1
14443,1
14444,0
14445,0
14446,0
14447,1
14448,1
14449,0
14450,1
14451,1
14452,0
14453,0
14454,0
14455,1
14456,1
14457,0
14458,1
14459,0
14460,1
14461,0
14462,1
14463,1
14464,0
14465,0
14466,0
14467,1
14468,0
14469,1
14470,1
14471,1
14472,1
14473,1
14474,0
14475,0
14476,0
14477,0
14478,0
14479,0
14480,1
14481,0
14482,1
14483,1
14484,0
14485,0
14486,0
14487,1
14488,0
14489,1
14490,1
14491,1
14492,1
14493,0
14494,1
14495,0
14496,0
14497,0
14498,1
14499,1
14500,1
14501,0
14502,1
14503,1
14504,1
14505,0
14506,1
14507,1
14508,0
14509,1
14510,0
14511,1
14512,0
14513,0
14514,0
14515,1
14516,1
14517,0
14518,1
14519,0
14520,1
14521,0
14522,0
14523,0
14524,0
14525,1
14526,0
14527,0
14528,0
14529,1
14530,1
14531,0
14532,0
14533,1
14534,0
14535,0
14536,0
14537,0
14538,0
14539,1
14540,0
14541,1
14542,1
14543,1
14544,0
14545,1
14546,0
14547,1
14548,0
14549,0
14550,1
14551,0
14552,1
14553,0
14554,0
14555,1
14556,0
14557,0
14558,1
14559,0
14560,1
14561,0
14562,1
14563,0
14564,0
14565,0
14566,1
14567,0
14568,0
14569,1
14570,1
14571,0
14572,0
14573,1
14574,1
14575,1
14576,0
14577,1
14578,1
14579,0
14580,1
14581,1
14582,0
14583,1
14584,0
14585,1
14586,1
14587,1
14588,0
14589,0
14590,0
14591,1
14592,1
14593,1
14594,0
14595,1
14596,0
14597,0
14598,0
14599,0
14600,0
14601,1
14602,0
14603,1
14604,1
14605,1
14606,1
14607,1
14608,0
14609,1
14610,1
14611,0
14612,1
14613,1
14614,1
14615,0
14616,1
14617,1
14618,0
14619,1
14620,0
14621,1
14622,1
14623,1
14624,1
14625,0
14626,1
14627,1
14628,0
14629,0
14630,0
14631,0
14632,1
14633,0
14634,0
14635,0
14636,1
14637,0
14638,0
14639,1
14640,0
14641,1
14642,1
14643,1
14644,0
14645,0
14646,1
14647,0
14648,1
14649,0
14650,0
14651,1
14652,1
14653,1
14654,0
14655,1
14656,1
14657,1
14658,1
14659,0
14660,1
14661,0
14662,0
14663,0
14664,0
14665,0
14666,0
14667,0
14668,1
14669,0
14670,0
14671,1
14672,0
14673,1
14674,1
14675,0
14676,0
14677,0
14678,1
14679,0
14680,0
14681,1
14682,0
14683,1
14684,0
14685,1
14686,0
14687,1
14688,0
14689,1
14690,1
14691,1
14692,1
14693,0
14694,0
14695,0
14696,0
14697,1
14698,1
14699,1
14700,0
14701,1
14702,0
14703,1
14704,0
14705,0
14706,1
14707,0
14708,1
14709,0
14710,0
14711,1
14712,1
14713,1
14714,0
14715,1
14716,1
14717,0
14718,1
14719,0
14720,1
14721,1
14722,0
14723,1
14724,1
14725,1
14726,1
14727,1
14728,0
14729,0
14730,0
14731,0
14732,0
14733,0
14734,0
14735,1
14736,0
14737,0
14738,1
14739,0
14740,0
14741,1
14742,1
14743,1
14744,1
14745,1
14746,0
14747,1
14748,0
14749,1
14750,1
14751,0
14752,1
14753,1
14754,0
14755,1
14756,0
14757,1
14758,0
14759,0
14760,0
14761,0
14762,1
14763,1
14764,0
14765,0
14766,0
14767,0
14768,1
14769,1
14770,1
14771,1
14772,1
14773,1
14774,0
14775,1
14776,1
14777,0
14778,1
14779,0
14780,0
14781,0
14782,0
14783,0
14784,0
14785,0
14786,1
14787,1
14788,0
14789,1
14790,1
14791,1
14792,0
14793,1
14794,1
14795,1
14796,0
14797,0
14798,1
14799,0
14800,0
14801,1
14802,1
14803,1
14804,1
14805,0
14806,0
14807,1
14808,1
14809,1
14810,0
14811,0
14812,0
14813,0
14814,0
14815,1
14816,1
14817,1
14818,1
14819,1
14820,0
14821,1
14822,1
14823,1
14824,0
14825,1
14826,0
14827,0
14828,1
14829,1
14830,1
14831,1
14832,0
14833,1
14834,1
14835,0
14836,0
14837,1
14838,0
14839,0
14840,0
14841,1
14842,1
14843,0
14844,1
14845,0
14846,1
14847,0
14848,0
14849,0
14850,1
14851,1
14852,1
14853,0
14854,1
14855,0
14856,1
14857,1
14858,0
14859,0
14860,1
14861,1
14862,1
14863,1
14864,1
14865,1
14866,0
14867,1
14868,1
14869,1
14870,1
14871,1
14872,1
14873,1
14874,1
14875,1
14876,0
14877,1
14878,1
14879,0
14880,0
14881,1
14882,1
14883,1
14884,0
14885,1
14886,1
14887,1
14888,1
14889,1
14890,0
14891,0
14892,0
14893,1
14894,1
14895,1
14896,1
14897,1
14898,0
14899,1
14900,1
14901,0
14902,0
14903,0
14904,0
14905,1
14906,0
14907,1
14908,1
14909,0
14910,1
14911,0
14912,0
14913,1
14914,0
14915,1
14916,0
14917,1
14918,1
14919,0
14920,0
14921,1
14922,0
14923,1
14924,1
14925,1
14926,1
14927,0
14928,1
14929,1
14930,0
14931,0
14932,0
14933,1
14934,0
14935,0
14936,1
14937,1
14938,0
14939,1
14940,0
14941,1
14942,1
14943,0
14944,0
14945,1
14946,0
14947,1
14948,1
14949,1
14950,1
14951,1
14952,1
14953,0
14954,1
14955,0
14956,1
14957,1
14958,0
14959,1
14960,0
14961,0
14962,0
14963,0
14964,0
14965,1
14966,0
14967,1
14968,0
14969,0
14970,1
14971,1
14972,1
14973,1
14974,0
14975,0
14976,1
14977,1
14978,1
14979,1
14980,0
14981,0
14982,0
14983,1
14984,0
14985,0
14986,1
14987,0
14988,0
14989,1
14990,0
14991,0
14992,1
14993,0
14994,0
14995,0
14996,1
14997,1
14998,1
14999,1
15000,0
15001,1
15002,1
15003,0
15004,1
15005,0
15006,1
15007,0
15008,0
15009,1
15010,1
15011,0
15012,1
15013,1
15014,1
15015,0
15016,0
15017,0
15018,1
15019,0
15020,1
15021,0
15022,0
15023,1
15024,1
15025,0
15026,0
15027,1
15028,0
15029,0
15030,0
15031,1
15032,0
15033,0
15034,0
15035,0
15036,0
15037,1
15038,0
15039,1
15040,0
15041,1
15042,1
15043,1
15044,0
15045,0
15046,0
15047,1
15048,1
15049,0
15050,0
15051,0
15052,0
15053,1
15054,0
15055,0
15056,0
15057,1
15058,0
15059,0
15060,1
15061,1
15062,0
15063,1
15064,1
15065,1
15066,1
15067,1
15068,0
15069,1
15070,1
15071,1
15072,1
15073,0
15074,0
15075,1
15076,0
15077,0
15078,0
15079,1
15080,0
15081,1
15082,1
15083,1
15084,1
15085,1
15086,0
15087,1
15088,0
15089,0
15090,1
15091,1
15092,0
15093,0
15094,0
15095,0
15096,0
15097,0
15098,1
15099,0
15100,1
15101,0
15102,1
15103,0
15104,1
15105,0
15106,0
15107,0
15108,0
15109,1
15110,1
15111,0
15112,0
15113,1
15114,1
15115,0
15116,0
15117,1
15118,1
15119,0
15120,1
15121,1
15122,0
15123,1
15124,1
15125,1
15126,0
15127,1
15128,1
15129,0
15130,1
15131,0
15132,1
15133,1
15134,1
15135,0
15136,1
15137,1
15138,1
15139,1
15140,1
15141,1
15142,1
15143,0
15144,0
15145,0
15146,0
15147,1
15148,0
15149,0
15150,1
15151,1
15152,1
15153,0
15154,0
15155,1
15156,0
15157,1
15158,0
15159,1
15160,1
15161,1
15162,1
15163,0
15164,0
15165,0
15166,1
15167,0
15168,1
15169,0
15170,0
15171,1
15172,0
15173,1
15174,1
15175,0
15176,0
15177,0
15178,0
15179,1
15180,0
15181,1
15182,0
15183,0
15184,0
15185,0
15186,0
15187,0
15188,0
15189,1
15190,1
15191,0
15192,0
15193,1
15194,0
15195,0
15196,1
15197,1
15198,0
15199,1
15200,0
15201,1
15202,1
15203,0
15204,0
15205,1
15206,0
15207,0
15208,1
15209,1
15210,1
15211,1
15212,1
15213,0
15214,1
15215,0
15216,0
15217,1
15218,1
15219,1
15220,1
15221,1
15222,1
15223,1
15224,1
15225,1
15226,0
15227,1
15228,1
15229,0
15230,0
15231,0
15232,1
15233,1
15234,1
15235,1
15236,1
15237,0
15238,1
15239,1
15240,0
15241,1
15242,0
15243,0
15244,1
15245,1
15246,0
15247,1
15248,0
15249,0
15250,1
15251,0
15252,1
15253,1
15254,0
15255,1
15256,0
15257,1
15258,1
15259,1
15260,1
15261,1
15262,0
15263,0
15264,0
15265,1
15266,1
15267,1
15268,0
15269,0
15270,0
15271,0
15272,1
15273,1
15274,1
15275,1
15276,1
15277,0
15278,0
15279,0
15280,1
15281,1
15282,0
15283,0
15284,0
15285,0
15286,0
15287,0
15288,0
15289,1
15290,1
15291,1
15292,0
15293,1
15294,1
15295,1
15296,0
15297,0
15298,0
15299,1
15300,0
15301,1
15302,0
15303,1
15304,1
15305,1
15306,0
15307,0
15308,0
15309,1
15310,1
15311,0
15312,1
15313,1
15314,0
15315,1
15316,1
15317,1
15318,1
15319,1
15320,1
15321,0
15322,0
15323,1
15324,0
15325,1
15326,1
15327,1
15328,0
15329,0
15330,1
15331,1
15332,0
15333,1
15334,0
15335,1
15336,1
15337,1
15338,0
15339,0
15340,0
15341,1
15342,1
15343,0
15344,1
15345,0
15346,0
15347,0
15348,0
15349,1
15350,0
15351,1
15352,0
15353,0
15354,0
15355,0
15356,0
15357,0
15358,1
15359,1
15360,0
15361,0
15362,0
15363,1
15364,1
15365,1
15366,0
15367,0
15368,1
15369,1
15370,1
15371,0
15372,1
15373,1
15374,1
15375,0
15376,1
15377,0
15378,0
15379,1
15380,0
15381,1
15382,1
15383,1
15384,0
15385,0
15386,1
15387,1
15388,0
15389,1
15390,0
15391,0
15392,1
15393,1
15394,0
15395,0
15396,1
15397,0
15398,1
15399,1
15400,0
15401,1
15402,0
15403,0
15404,1
15405,1
15406,0
15407,1
15408,1
15409,0
15410,1
15411,1
15412,1
15413,1
15414,1
15415,0
15416,1
15417,0
15418,0
15419,0
15420,0
15421,0
15422,1
15423,1
15424,0
15425,0
15426,1
15427,0
15428,1
15429,1
15430,0
15431,1
15432,0
15433,0
15434,1
15435,1
15436,1
15437,0
15438,1
15439,1
15440,1
15441,1
15442,0
15443,1
15444,0
15445,1
15446,1
15447,1
15448,0
15449,1
15450,1
15451,0
15452,0
15453,1
15454,1
15455,1
15456,1
15457,1
15458,1
15459,0
15460,0
15461,0
15462,0
15463,0
15464,1
15465,1
15466,1
15467,1
15468,1
15469,0
15470,0
15471,0
15472,1
15473,1
15474,1
15475,0
15476,1
15477,0
15478,1
15479,1
15480,1
15481,1
15482,0
15483,1
15484,0
15485,0
15486,0
15487,1
15488,0
15489,0
15490,1
15491,0
15492,0
15493,1
15494,1
15495,0
15496,1
15497,1
15498,1
15499,1
15500,1
15501,0
15502,1
15503,1
15504,1
15505,0
15506,0
15507,0
15508,0
15509,0
15510,1
15511,1
15512,0
15513,1
15514,0
15515,0
15516,0
15517,0
15518,0
15519,1
15520,0
15521,1
15522,1
15523,1
15524,1
15525,0
15526,0
15527,1
15528,1
15529,1
15530,0
15531,1
15532,1
15533,1
15534,1
15535,0
15536,0
15537,1
15538,0
15539,0
15540,0
15541,0
15542,1
15543,0
15544,0
15545,0
15546,1
15547,0
15548,0
15549,0
15550,1
15551,1
15552,1
15553,0
15554,1
15555,0
15556,1
15557,1
15558,0
15559,0
15560,0
15561,1
15562,1
15563,1
15564,0
15565,1
15566,1
15567,0
15568,0
15569,0
15570,1
15571,1
15572,0
15573,1
15574,1
15575,1
15576,0
15577,1
15578,1
15579,1
15580,1
15581,0
15582,0
15583,1
15584,0
15585,0
15586,1
15587,1
15588,1
15589,1
15590,1
15591,0
15592,0
15593,0
15594,1
15595,1
15596,1
15597,0
15598,0
15599,1
15600,0
15601,0
15602,1
15603,1
15604,0
15605,1
15606,0
15607,1
15608,0
15609,1
15610,1
15611,0
15612,0
15613,0
15614,1
15615,0
15616,1
15617,1
15618,1
15619,1
15620,1
15621,1
15622,1
15623,1
15624,0
15625,0
15626,0
15627,0
15628,1
15629,0
15630,0
15631,0
15632,1
15633,0
15634,1
15635,1
15636,1
15637,1
15638,0
15639,0
15640,1
15641,1
15642,1
15643,1
15644,0
15645,0
15646,0
15647,1
15648,1
15649,0
15650,1
15651,1
15652,1
15653,0
15654,1
15655,1
15656,1
15657,1
15658,0
15659,1
15660,0
15661,1
15662,0
15663,0
15664,0
15665,1
15666,0
15667,0
15668,1
15669,1
15670,1
15671,0
15672,1
15673,0
15674,0
15675,1
15676,0
15677,0
15678,0
15679,0
15680,1
15681,0
15682,0
15683,0
15684,1
15685,0
15686,0
15687,0
15688,1
15689,1
15690,1
15691,0
